yrmo,vendor,invoiceno,amount
202301,Anova Technologies,8909,198671.88
202301,Axion,202212,1078.72
202301,Bank of America Securities,202212,3500.0
202301,Barclays Capital,0123TR330,1383.41
202301,Barnes and Thornburg (Holdings),3049577,4307.5
202301,Barnes and Thornburg (Holdings),3049576,26084.5
202301,Barnes and Thornburg (Holdings),3049525-Matrix,66.0
202301,Barnes and Thornburg (Investments),3049579,9419.5
202301,Barnes and Thornburg (Trading),3049580,4611.0
202301,Bats,SIMP1222-ZE,1100.0
202301,Bats,SIMP1222-XE,1100.0
202301,Bats,SIMP1222-YE,1100.0
202301,Bats,SIMP1222-AE,1100.0
202301,Bats,SMPX1222-MD,30255.64
202301,Bats,SIMP1222-MD,94363.17
202301,Bats,SIMH1222-MD,36917.0
202301,Bats,SMPX0922-XE,70.85
202301,Bats,SMPX1022-XE,70.85
202301,Bats,SMPX1122-XE,70.85
202301,Bats,SMPX1022-ZE,70.85
202301,Bats,SMPX1122-ZE,70.85
202301,Bats,SMPX0922-YE,43.6
202301,Bats,SMPX1022-YE,43.6
202301,Bats,SMPX1122-YE,43.6
202301,Bats,SMPX0922-AE,43.6
202301,Bats,SMPX1022-AE,43.6
202301,Bats,SMPX1122-AE,43.6
202301,Baycrest,896-12-2022,60061.0
202301,BGC,BGC-Dec-2022-00002767,382.5
202301,BGC,BGC-Dec-2022-00001907,24208.0
202301,Bloomberg,5607264734,16276.12
202301,Bloomberg,5607265125,35000.0
202301,Bloomberg N.Miczek,5607254243,14065.2
202301,BMO,SMPLXTRD_22Dec31,21351.0
202301,BNP Paribus,BNPP_Dec_2022_023_00,6010.0
202301,BofAS Concentration Account,404452,1377.53
202301,Bridgeview,TGS/NY/SIMP-CH/BLSTD/12/2022,27003.0
202301,Canaccord,202212,30634.5
202301,Cantor Fitzgerald,CFE-Dec-2022-000082,1000.0
202301,CDW Direct,FV82610,89716.4
202301,CDW Direct,FW70755,2339.52
202301,Churchill Capital,202212,3500.0
202301,CIBC World Markets,GUS12312022,5430.0
202301,Citigroup Global Markets Inc.,SPLX202212,2273.63
202301,Cloud9 Technologies LLC,72758,3947.01
202301,CME (Holdings),CI-MD1786758,2700.0
202301,CME (Tech) Auto,CI-00127416,39855.0
202301,CME (Trading - Auto),CI-00127790,22000.0
202301,CME (Trading ),CI-00127660,500.0
202301,CME (Trading ),CI-00127964,1000.0
202301,Cogent,202212,2653.6
202301,ComEd,UNIT 8HP2-202301,1646.57
202301,Conduent,1665078,24.75
202301,Conduent,1667869,29.25
202301,Cowen,22467,40654.0
202301,Crafty,G49027,1546.07
202301,Crafty,G49155,2635.05
202301,Crafty,G49099,3749.69
202301,Crafty,G49281,2019.45
202301,Crafty,G49355,1969.06
202301,Credit Suisse,1222-SIMTGS2,560.99
202301,Credit Suisse,1222-SIMPBAML2,644.26
202301,Credit Suisse,1222-SIMPBAML,2727.31
202301,Credit Suisse,1222-SIMTGS,1551.55
202301,Credit Suisse (IDB),2022120036,12086.0
202301,Crown Castle,1273074,51086.15
202301,DASH,INV202212262,48112.75
202301,De Paola,8095,17821.0
202301,Dealerweb,650531,14750.0
202301,Dow Jones,40167302,13290.79
202301,Dynamex Trading,122339,575.0
202301,Elix  Derivatives,TGS/NY/SIMP-CH/ELIXD/12/2022,17693.0
202301,Equinix,100210444846,147360.02
202301,Evercore ISI,202212,4134.0
202301,FactSet,9KGH2301,2188.32
202301,Federal Reserve Bank of Chicago,2023308FEBRUARY,88983.47
202301,Fitness Formulas Club,RPWF192-202301,425.0
202301,Fog Equities,202212SIMP-GS,4025.83
202301,Fog Equities,202212SIMP,2359.07
202301,Forte,FSU-INV2378-01,8505.0
202301,GFI,GFI-Dec-2022-0000877,21175.0
202301,Global Relay,SIN578737,1575.0
202301,Goldman Sachs,115560GSCO1222USD1,2050.13
202301,Good game operations LLC,1,3466.66
202301,GTT Americas ,INV7139854,612.07
202301,GuavaTech,1-25294,1230.0
202301,Guggenheim,EQOP2022-507,2300.0
202301,Hamilton,SIMDec22-102236,1362.5
202301,Hudson Fiber,FTI-000008589,11872.56
202301,ICAP,NE/36293U/ESO/1222-210809,73923.5
202301,Instinet,E004TR2212,734494.97
202301,Intelligent Cross,SXTD202301,1195.85
202301,Intelligent Cross,SIMP202301,808.12
202301,Interactive Brokers,53630,241651.19
202301,INTL FCStone,MIT-SIMPLE1222,670.0
202301,INTL FCStone,DAL-SIMPLE1222,10410.0
202301,INTL FCStone,CHI-SIMPLE1222,1365.0
202301,Investors Exchange LLC,INV8522,3000.0
202301,Jefferies,Dec 012-551-SIMP5-2210,20790.0
202301,Jefferies,SIMPLEX -551-SIMP5-2210-November,11253.0
202301,Jones Trading,1222-SIMPLEX,23261.0
202301,JP Morgan (ECS),ECS00153202212,1602.14
202301,Katten Muchin Rosenman LLP,9020106092,2788.5
202301,Katten Muchin Rosenman LLP,9020106094,144369.55
202301,Lakeshore Securities,1222-0103KK4V      ,23327.0
202301,Lazare Printing Co.,105354,77.85
202301,Lazare Printing Co.,105365,215.17
202301,Level,2022120074,524.35
202301,Level,2022120078,860.99
202301,Libucki,202212SIMP,5135.7
202301,Macro Risk Advisors,7763,7175.0
202301,Magen,MAG2212USD/Simplex/1370,35764.0
202301,Marex,100410-202212,37429.5
202301,Market Securities,LMOR00000437,2824.0
202301,Matrix Executions (Brian Schaer),8141222,18227.83
202301,Matrix Executions (Consolidator),6221222,51326.71
202301,Matrix Executions (Consolidator),6221222-3,68467.55
202301,Matrix Executions (Consolidator),6221222-4,28258.98
202301,Matrix Executions (HT),60412222,33914.5
202301,Maxim,202212,650.0
202301,Mayer Brown, 100036433 ,15884.0
202301,Memx LLC,C0001219,6397.5
202301,Memx LLC,MD0000831,4283.7
202301,Mizuho,2751222,950.0
202301,Mizuho,2671222,3450.0
202301,MKM Partners,202212,1500.0
202301,Nasdaq Stock Market,0123BSX242174,1000.0
202301,Nasdaq Stock Market,0123MDD236458,76788.72
202301,Nasdaq Stock Market,0123UTP235488,6397.51
202301,Nasdaq Stock Market,0123NQX245369,141848.62
202301,Nasdaq Stock Market,0123PSX242332,1000.0
202301,Nova,TGS/NY/SIMP-CH/NLSTD/12/2022,4732.0
202301,NYSE Market Data,072021081789MDS,72400.0
202301,NYSE Market Data,819491197052MDS,14539.0
202301,NYSE Tech Connectivity,068052225609NTC,119384.53
202301,OCC,354209,3000.0
202301,OCC,354230,1000.0
202301,Oppenheimer,20221201000371,43101.0
202301,Oppenheimer,20221255100429,2424.0
202301,OPRA,3018260,346.5
202301,Oscar Gruss,10768,25233.0
202301,Penserra,PN2212SIMPLEX,12447.5
202301,Piper Sandler,20221201,17355.0
202301,PUMA Capital,INV1899,3300.0
202301,Raymond James,C611-20221201-5095.1,22222.0
202301,Refinitiv,900160137,43815.0
202301,Reputation Partners,253824,12480.0
202301,RosenBlatt Secutities,RBLT-820-12-2022,1408.24
202301,RQD Clearing LLC,202212,4162.0
202301,RSM (Trading),6880783,10500.0
202301,Sanford Bernstein,202212,418.0
202301,Seaport Global,6043,12350.0
202301,Seaport Global,6042,40916.5
202301,Smarsh,Q-33697,250.0
202301,Societe Generale (Options),202212,2140.0
202301,Sodexo,317120,1681.7
202301,Sodexo,317122,932.95
202301,Sodexo,317128,1612.86
202301,Sreptoe & Johnson ,30044072,42929.27
202301,SRT Securities,202212SIMPLEX,4366.42
202301,SRT Securities,INV0044529,12.5
202301,SRT Securities (IX),INV0044529,18041.0
202301,Stifel,078-20322,9322.0
202301,Sunrise Brokers,SNF-Dec-2022-000066,49673.5
202301,SVB Leerink,031681,16449.0
202301,"Swanson, Martin & Bell",1578584,1432.5
202301,The Connor Hunt Memorial Foundation,202301,5000.0
202301,TJM,CO17-202212,14066.0
202301,TJM,HA44-202212,252.0
202301,TJM,WB067-202212,21278.0
202301,TJM,PT301-202212,9888.0
202301,TJM,KC141-202212,30233.5
202301,Trade Zero,INV414,400.0
202301,TradeMas,1910,5722.0
202301,Tradition,TGS/NY/SIMP-CH/ELSTD/12/2022,42162.5
202301,Tullett Prebon,T2/37729U/ESO/1222-193146,28312.6
202301,Tullett Prebon (Coex),T3/38169U/ESO/1222-210809,7750.0
202301,UBS (IDB),202212,33741.5
202301,UBS Securities,UBSATS-ATSSXTD-1222,1724.59
202301,UBS Securities,UBSATS-ATSSIMP-1222,1098.83
202301,United First Partners,202212-SIMP-CHICAGO,829.5
202301,Venable LLP,2538648,13046.36
202301,Venable LLP,2545893,11562.0
202301,Virtu,13SETX001_20221231,1352.76
202301,Walkers ,629777,8947.56
202301,Walkers 2,WC132306-115307,4864.57
202301,Walkers 2,WC132307-115308,4864.57
202301,Wall St Access ,10017,311.15
202301,WallachBeth,61461222,2300.0
202301,WallachBeth,143021222,4300.0
202301,WallachBeth,121691222,2350.0
202301,WallachBeth,118651222,5325.0
202301,WallachBeth,144881222,850.0
202301,Wolverine,WEXQ-1240-DEC-2022,4403.0
202301,XFA,XFA0000268,9229.5
202301,XFA,XFA0000245,3159.5
202301,XFA,XFA0000281,115738.852
202301,XFA (Futures) N.Miczek,275132373/1,1800.0
202301,XP Securities,91370791,5329.0
202301,Zayo,2023010008495,36473.33
202301,Zayo,2023010025292,14136.73
202301,,    ,
202302,Anova Technologies,8958,198671.88
202302,Axion,202301,974.79
202302,Barclays Capital,0223TR330,1021.21
202302,Barnes and Thornburg (Holdings),3060311,2725.5
202302,Barnes and Thornburg (Investments),3060313,45137.5
202302,Barnes and Thornburg (Trading),3060316,761.0
202302,Bats,SIMP0123-YE,1100.0
202302,Bats,SIMP0123-ZE,1100.0
202302,Bats,SIMP0123-XE,1100.0
202302,Bats,SIMP0123-AE,1100.0
202302,Bats,SMPX0123-MD,30255.64
202302,Bats,SIMP0123-MD,94363.17
202302,Bats,SIMH0123-MD,36758.0
202302,Baycrest,896-1-2023,26080.0
202302,BGC,BGC-Jan-2023-00002050,21355.5
202302,BGC,BGC-Jan-2023-00002933,525.0
202302,Bloomberg,5607313294,21605.1
202302,Bloomberg,5607314633,35000.0
202302,BMO,SMPLXTRD_23Jan31,21511.0
202302,BNP Paribus,BNPP_Jan_2023_024_00,7875.0
202302,Bridgeview,TGS/NY/SIMP-CH/BLSTD/01/2023,12056.5
202302,BTIG,47267,6533.0
202302,Cable Plus,1064824,629.93
202302,Canaccord,202301,29283.0
202302,Cantor Fitzgerald,CFE-Jan-2023-000090,1075.0
202302,Casey Securities,202301D03S,500.0
202302,Chapman and Cutler,2031584,2464.0
202302,Chemical Personal Search,20459-25/RO,37500.0
202302,CIBC World Markets,GUS01312023,13514.0
202302,Citigroup Global Markets ,SPLX202301,4476.46
202302,Cloud9 Technologies LLC,10399,3947.01
202302,CME (Holdings),CI-MD1820697,2820.0
202302,CME (Tech) Auto,CI-00130347,37705.0
202302,CME (Trading - Auto),CI-00130803,22000.0
202302,CME (Trading ),CI-00130667,500.0
202302,CME (Trading ),CI-00130975,1000.0
202302,CME (Trading) Nikolai,CI-00129761,100.0
202302,CME (Trading) Nikolai,CI-00130418,75.0
202302,Cogent,SIMPLEXI90001-202301,2652.4
202302,ComEd,202302-UNIT 8HP2 ,1573.75
202302,Cowen,23267,37329.0
202302,Crafty,G49388,1251.71
202302,Crafty,G49447,2279.81
202302,Crafty,G49491,1868.97
202302,Crafty,G49523,2146.45
202302,Crafty,G49643,1411.44
202302,Crafty,G49587,3636.97
202302,Crafty,G49773,2084.67
202302,Crafty,G49916,186.09
202302,Crafty,G49904,707.79
202302,Crafty,G49868,1442.06
202302,Crafty,G49922,1075.69
202302,Crafty,G49987,315.0
202302,Crafty,G49981,1067.45
202302,Crafty,G49993,669.29
202302,Crafty,G50007,1098.24
202302,Credit Suisse,0123-SIMTGS2,624.94
202302,Credit Suisse,0123-SIMTGS,1834.58
202302,Credit Suisse,0123-SIMPBAML2,621.86
202302,Credit Suisse,0123-SIMPBAML,3757.7
202302,Credit Suisse (IDB),2023010036,35000.0
202302,Crown Castle,1282069,51086.15
202302,DASH,INV202301256,61952.47
202302,De Paola,8137,22181.0
202302,Dealerweb,664051,11750.0
202302,Dow Jones,40167727,13830.37
202302,Elix  Derivatives,TGS/NY/SIMP-CH/ELIXD/01/2023,15016.0
202302,Equinix,100210450575,151107.35
202302,Evercore ISI,202301,3144.0
202302,FactSet,9KGH2302,2188.32
202302,Federal Reserve Bank of Chicago,2023308MARCH,88983.47
202302,Fitness Formulas Club,RPWF192-202302,425.0
202302,Fog Equities,202301SIMP-GS,4658.61
202302,Fog Equities,202301SIMP,2841.9
202302,Forte,FSU-INV2401-01,6241.0
202302,GFI,GFI-Jan-2023-0000951,22787.5
202302,Goldman Sachs,115560GSCO0123USD1,2547.9
202302,Good game operations LLC,14,3466.66
202302,GTT Americas ,INV7268120,510.06
202302,GuavaTech,1-25427,1230.0
202302,Guggenheim,EQOP2023-45,5263.0
202302,Gut Gallery,1002318D,12000.0
202302,Hamilton,SIMJan23-102300,7690.0
202302,Hudson Fiber,FTI-000009736,11872.56
202302,ICAP,NE/36293U/ESO/0123 -210809,73414.75
202302,Instinet,E004TR2301,826536.14
202302,Intelligent Cross,SIMP202302,945.11
202302,Intelligent Cross,SXTD202302,1396.85
202302,Interactive Brokers,53703,245960.88
202302,Interconnect System,940273053,72570.0
202302,INTL FCStone,DAL-SIMPLE0123-1,5290.0
202302,INTL FCStone,CHI-SIMPLE0123,150.0
202302,INTL FCStone,MIT-SIMPLE0123,1400.0
202302,Investors Exchange LLC,INV8704,3000.0
202302,Jefferies,Jan 2023010-551-SIMP5,38957.0
202302,Jones Trading,0123-SIMPLEX,19578.0
202302,JP Morgan (ECS),ECS00153202301,2429.39
202302,Lakeshore Securities,0123-0103KK4V          ,32228.5
202302,Lazare Printing Co.,105429,858.45
202302,Level,2023010089,1005.69
202302,Level,2023010085,684.83
202302,Libucki,202301SIMP,5032.78
202302,Macro Risk Advisors,7806,610.0
202302,Magen,MAG2301USD/Simplex/1604,29602.5
202302,Marex,100410-202301,49485.5
202302,Market Securities,LMOR00000453,1220.0
202302,Matrix A. Cozzie,6040123-1,50.0
202302,Matrix Executions (Brian Schaer),8140123,11703.91
202302,Matrix Executions (Consolidator),6220123-2,58723.95
202302,Matrix Executions (Consolidator),6220123-3,58752.01
202302,Matrix Executions (HT),6040123,31705.0
202302,Maxim,202301,761.0
202302,Mayer Brown,100044351,8481.0
202302,McKay Brothers LLC,MBU/2023/0146,2648.44
202302,Memx LLC,C0001412,6397.5
202302,Memx LLC,MD0000895,4283.7
202302,Mizuho,2670123,325.0
202302,Mizuho,2750123,1505.5
202302,Nasdaq Stock Market,0223UTP279849,6397.51
202302,Nasdaq Stock Market,0223MDD281551,76788.72
202302,Nasdaq Stock Market,0223NQX286157,140121.45
202302,Nasdaq Stock Market,0223BSX286711,1000.0
202302,Nasdaq Stock Market,0223PSX287702,1000.0
202302,Nova,TGS/NY/SIMP-CH/NLSTD/01/2023,2952.0
202302,NYSE Market Data,819492737430MDS,14533.0
202302,NYSE Market Data,072022600127MDS,72400.0
202302,NYSE Tech Connectivity,068055644277NTC,117338.0
202302,OCC,355167,3000.0
202302,OCC,355170,1000.0
202302,OCC,103656,15000.0
202302,Oppenheimer,202301005510429,2160.0
202302,Oppenheimer,202301000100371,27344.0
202302,OPRA,3023714,252.0
202302,OPRA,3019183,94.5
202302,"Patzik, Frank & Samotny",197219-JWM,9563.5
202302,Penserra,PN2301SIMPLEX,13432.94
202302,Piper Sandler,20230101,10717.0
202302,PTR INC-(PHILA),0123MCBRIDE,1047.5
202302,Quincy Data,QDU/2023/0047,54112.61
202302,Raymond James,C611-20230101-5152.1,28111.0
202302,Reputation Partners,253865,12480.0
202302,RosenBlatt Secutities,RBLT-820-1-2023,1743.7
202302,RQD Clearing LLC,202301,2851.0
202302,RSM (Trading),6906819,7000.0
202302,Sanford Bernstein,202301,2280.0
202302,Seaport Global,6118,37916.0
202302,Seaport Global,6119,13200.0
202302,Security Traders Association ,2661,11500.0
202302,Security Traders Association of New York Inc,021323-01,4500.0
202302,Smarsh,INV-79383,250.0
202302,Societe Generale (Options),202301,2252.0
202302,Sodexo,317130,2366.07
202302,Sodexo,317131,1930.11
202302,Sodexo,317133,2353.19
202302,Sodexo,317144,924.04
202302,Sodexo,317147,1366.06
202302,Sodexo,317148,1898.75
202302,Sodexo,317150,1962.16
202302,SRT Securities,202301SIMPLEX,4870.67
202302,SRT Securities (IX),INV0044613,17271.0
202302,Stifel,078-20347,2750.0
202302,Sunrise Brokers,SNF-Jan-2023-000071,31312.0
202302,SVB Leerink,031929,20804.5
202302,"Swanson, Martin & Bell",1587414,357.5
202302,Third Coast Productions Inc,4260,1932.66
202302,TJM,HA44-202301,1111.0
202302,TJM,KC141-202301,15959.0
202302,TJM,PT301-202301,10392.0
202302,TJM,WB067-202301,12659.0
202302,TJM N.Miczek,T-2203-0129CME,500.0
202302,Tradition,TGS/NY/SIMP-CH/ELSTD/01/2023,52262.5
202302,Tullett Prebon,T2/37729U/ESO/0123-193146,28579.25
202302,Tullett Prebon (Coex),T3/38169U/ESO/0123-210809,1500.0
202302,UBS (IDB),202301,30905.0
202302,UBS Securities,UBSATS-ATSSXTD-0123,2050.18
202302,UBS Securities,UBSATS-ATSSIMP-0123,1375.75
202302,United First Partners,202301-SIMP-CHICAGO,1132.0
202302,Venable LLP,254447,8440.0
202302,Virtu,13SETX001_20230131,1596.49
202302,Virtu,1SETT001_01-2023,10551.71
202302,Wall St Access ,10016,748.3
202302,WallachBeth,61460123,1050.0
202302,WallachBeth,143020123,9726.0
202302,WallachBeth,121690123,875.0
202302,WallachBeth,118650123,9498.0
202302,WallachBeth,145350123,250.0
202302,Wolverine,WEXQ-1240-JAN-2023,3161.0
202302,XFA,XFA0000651,11194.5
202302,XFA,XFA0000524,2968.5
202302,XFA,XFA0000614,500.0
202302,XFA,XFA0000646,131357.6
202302,XFA Futures Nikolai Euro,2751346341,400.0
202302,XP Securities,91398351,4949.5
202302,Zayo,2023020008495,36473.33
202302,Zayo,2023020025292,14136.73
202302,,    ,
202303,Anova Technologies,9005,198671.88
202303,Anova Technologies,9030,14724.08
202303,Axion,202302,1039.3
202303,Barclays Capital,0323TR330,671.48
202303,Barnes and Thornburg (Holdings),3073248,62.0
202303,Barnes and Thornburg (Holdings),3073250,1176.0
202303,Barnes and Thornburg (Investments),3073233,37420.07
202303,Barnes and Thornburg (Trading),3073243,473.52
202303,Bats,SIMP0223-YE,1100.0
202303,Bats,SIMP0223-XE,1100.0
202303,Bats,SMPX0223-MD,30255.64
202303,Bats,SIMP0223-MD,94363.17
202303,Bats,SIMP0223-AE,1100.0
202303,Bats,SIMP0223-ZE,1100.0
202303,Bats,SIMH0223-MD,36708.0
202303,Baycrest,896-2-2023,35397.0
202303,Benzinga,35646,6000.0
202303,BGC,BGC-Feb-2023-00002077,10759.5
202303,BGC,BGC-Feb-2023-00002962,2974.5
202303,Bloomberg,5607366391,35000.0
202303,Bloomberg,5607365566,16760.76
202303,Bloomberg,5607386339,6365.5
202303,BMO,SMPLXTRD_23Feb28,15525.0
202303,BNP Paribus,BNPP_Feb_2023_021_00,10250.0
202303,BofAS Concentration Account,418024,417.55
202303,BofAS Concentration Account,418028,403629.31
202303,BofAS Concentration Account,405251,88834.53
202303,Bridgeview,TGS/NY/SIMP-CH/BLSTD/02/2023,15279.5
202303,BTIG,47545,6127.0
202303,Canaccord,202302,19232.5
202303,Cantor Fitzgerald,CFE-Feb-2023-000087,527.0
202303,Casey Securities,202302D03S,253.0
202303,Chapdelaine,CE/36293U/ESO/0223 -210809,6600.0
202303,CIBC World Markets,GUS022023,26590.0
202303,Citigroup Global Markets ,SPLX202302,1337.07
202303,Cloud9 Technologies LLC,11521,3974.56
202303,CME (Holdings),CI-MD1855119,2939.8
202303,CME (Tech) Auto,CI-00131705,37805.0
202303,CME (Trading - Auto),CI-00132090,22000.0
202303,CME (Trading ),CI-00131955,500.0
202303,CME (Trading ),CI-00132272,1000.0
202303,Cogent,SIMPLEXI90001-202302,1325.0
202303,ComEd,UNIT 8HP2-202303 ,2100.84
202303,Compliance Science,INV-CSI-US-1848,13141.65
202303,Conduent,1671761,31.5
202303,Cowen,23791,25567.5
202303,Crafty,G50038,708.89
202303,Crafty,G50070,1188.88
202303,Crafty,G50101,584.21
202303,Crafty,G50115,1131.57
202303,Crafty,G50363,274.72
202303,Crafty,G50335,690.1
202303,Crafty,G50294,772.91
202303,Crafty,G50220,452.18
202303,Crafty,G50371,699.68
202303,Crafty,G50153,1343.72
202303,Crafty,G50431,692.59
202303,Crafty,G50445,1444.3
202303,Crafty,G50492,205.85
202303,Crafty,G50475,501.71
202303,Crafty,G50603,940.2
202303,Crafty,G50583,571.39
202303,Crafty,G50561,663.88
202303,Crafty,G50552,868.23
202303,Crafty,G50502,867.62
202303,Credit Suisse,0223-SIMPBAML2,326.42
202303,Credit Suisse,0223-SIMTGS2,311.18
202303,Credit Suisse,0223-SIMPBAML,1678.24
202303,Credit Suisse,0223-SIMTGS,928.18
202303,Credit Suisse (IDB),2023020036,36720.0
202303,Crown Castle,1308169,51086.15
202303,D and D Securities,202302,147.55
202303,DASH,INV202302247,71396.81
202303,De Paola,8189,18671.0
202303,Dealerweb,674501,8000.0
202303,Dow Jones,40168136,13830.37
202303,Dynamex Trading,22439,2925.0
202303,Elix  Derivatives,TGS/NY/SIMP-CH/ELIXD/02/2023,11856.0
202303,Equinix,100210459271,147934.03
202303,Evercore ISI,202302,2669.0
202303,FactSet,9KGH2303,2188.32
202303,Federal Reserve Bank of Chicago,2023308APRIL,7065.09
202303,Fitness Formulas Club,RPWF192-03,425.0
202303,Fog Equities,202302SIMP,3153.92
202303,Fog Equities,202302SIMP-GS,4448.09
202303,Forte,FSU-INV2427-01,336.0
202303,GFI,GFI-Feb-2023-0000932,16760.0
202303,GFI A.Cozzie,GFI-Feb-2023-00002664,1500.0
202303,Goldman Sachs,115560GSCO0223USD1,2401.46
202303,Good game operations LLC,22,3466.66
202303,GTT Americas ,INV7400283,510.06
202303,GuavaTech,1-25578,1230.0
202303,Guggenheim,EQOP2023-92,1365.25
202303,Gut Gallery,1002318B,13404.2
202303,Hamilton,SIMFeb23-102362,1825.0
202303,Hudson Fiber/Extenet Telecom Solutions,FTI-000011549,11872.56
202303,ICAP,NE/36293U/ESO/0223 -210809,44348.0
202303,Instinet,E004TR2302,696552.36
202303,Intelligent Cross,SIMP202303,1023.75
202303,Intelligent Cross,SXTD202303,1779.99
202303,Interactive Brokers,53958,247954.49
202303,INTL FCStone,DAL-SIMPLE0223-1,9025.0
202303,Investment Tools ,Simplex-WS-Y1-Q1,5000.0
202303,Investors Exchange LLC,INV8858,3000.0
202303,Jefferies,010-551-SIMP5-2023-FEB,22275.5
202303,Jones Trading, 0223-SIMPLEX,25842.0
202303,JP Morgan (ECS),ECS00153202302,416.48
202303,Lakeshore Securities,0223-0103KK4V          ,25311.0
202303,Level,2023020072,557.61
202303,Level,2023020076,1032.77
202303,Libucki,202302SIMP,4228.46
202303,Macro Risk Advisors,7837,947.0
202303,Magen,MAG2302USD/Simplex/1825,26835.0
202303,Marex,100410-202302,31673.5
202303,Mark IV Brokerage LLC,Simplex202301,14828.9
202303,Mark IV Brokerage LLC,Simplex202302,19274.5
202303,Market Securities,LMOR00000504,424.0
202303,Matrix A. Cozzie,9650223,1600.0
202303,Matrix Executions (Brian Schaer),8140223,23979.53
202303,Matrix Executions (Consolidator),6220223,55814.16
202303,Matrix Executions (Consolidator),622022023-3,65476.57
202303,Matrix Executions (HT),6040223,34755.0
202303,Maxim,202302,1075.0
202303,Mayer Brown,100057040,56160.0
202303,Memx LLC,C0001440,6397.5
202303,Memx LLC,MD0000959,4283.7
202303,Mizuho,2670223,500.0
202303,MKM Partners,4000,190.0
202303,Nasdaq Stock Market,0323MDD298262,76788.72
202303,Nasdaq Stock Market,0323UTP302742,6397.51
202303,Nasdaq Stock Market,0323BSX300227,1000.0
202303,Nasdaq Stock Market,0323PSX300070,1000.0
202303,Nasdaq Stock Market,0323NQX301356,152898.0
202303,Nomad,MAG2302USD/Simplex/1826,2325.0
202303,Nomura,211524,10927.0
202303,Nomura,211714,12000.0
202303,Nova,TGS/NY/SIMP-CH/NLSTD/02/2023,1000.0
202303,Nova,TGS/NY/SIMP-CH/NLSTD/12/2022/A,286.0
202303,NYSE Market Data,072027548710MDS,72400.0
202303,NYSE Market Data,819497706193MDS,14833.0
202303,NYSE Tech Connectivity,068050927492NTC,117604.59
202303,OCC,357200,1000.0
202303,OCC,357232,3000.0
202303,Oppenheimer,202302005510429,6249.0
202303,Oppenheimer,202302000100371,22151.0
202303,OPRA,3025664,252.0
202303,Oscar Gruss,11204,16778.0
202303,Oscar Gruss,10944,21820.5
202303,OTCeX,I-23571-LLC,100.0
202303,OTCeX,I-23433-LLC,6432.5
202303,OTCeX,I-23160-LLC,13544.0
202303,OTCeX,I-23182-LLC,2000.0
202303,Our Lady of Tepyac,202303,1500.0
202303,"Patzik, Frank & Samotny",198136,1620.0
202303,Penserra,PN2302SIMPLEX,12029.5
202303,Piper Sandler,20230201,8536.0
202303,PUMA Capital,INV2054,2625.0
202303,Raymond James,C611-20230201-5204.1,10803.0
202303,Reputation Partners,253901,12480.0
202303,RosenBlatt Secutities,RBLT-820-2-2023,1550.39
202303,RQD Clearing LLC,202302,4367.0
202303,RSM (Trading),6917967,6510.0
202303,Sanford Bernstein,202302,790.75
202303,Seaport Global,6199,2050.0
202303,Seaport Global,6198,55903.5
202303,Sodexo,317151,1950.02
202303,Sodexo,317166,971.66
202303,Sodexo,317164,1482.05
202303,Sodexo,317169,2437.84
202303,Sodexo,317171,2486.78
202303,SRT Securities,202302SIMPLEX,4637.69
202303,SRT Securities,INV0044723,353.5
202303,SRT Securities (IX),INV0044723,11512.0
202303,Steptoe & Johnson ,30046883,48765.0
202303,Stifel,078-20366,5000.0
202303,Sunrise Brokers,SNF-Feb-2023-000072,32831.0
202303,SVB Leerink,32190,20257.0
202303,Thermflo,T23005INV,12199.0
202303,TJM,PT301-202302,5366.0
202303,TJM,HA44-202302,1636.0
202303,TJM,WB067-202302,10140.0
202303,TJM,KC141-202302,14329.5
202303,TJM N.Miczek,202302,6000.0
202303,TradeMas,1937-Jan,4737.5
202303,TradeMas,1955,1725.0
202303,Tradition,TGSNYSIMP-CHELSTD022023,48611.0
202303,Tullett Prebon,T2/37729U/ESO/0223 -193146,28288.75
202303,Tullett Prebon (Coex),T3/38169U/ESO/0223 -210809,18800.0
202303,UBS (IDB),202302,36197.0
202303,UBS Securities,UBSATS-ATSSXTD-0223,1250.42
202303,UBS Securities,UBSATS-ATSSIMP-0223,735.55
202303,United First Partners,202302-SIMP-CHICAGO,2422.5
202303,Vertiv,13191965,7654.12
202303,Virtu,13SETX001_20230228,1104.53
202303,Virtu,1SETT001_02-2023,7803.03
202303,Wall St Access ,10016-202302,338.9
202303,WallachBeth,121370223,475.0
202303,WallachBeth,144880223,1520.0
202303,WallachBeth,118650223,5857.0
202303,WallachBeth,121690223,914.25
202303,WallachBeth,143020223,9890.0
202303,WallachBeth,61460223,1850.0
202303,Wells Fargo Securities,3128,4000.0
202303,Wolverine,WEXQ-1240-FEB-2023,1671.0
202303,XFA,XFA0000853,13712.5
202303,XFA,XFA0000751,75.0
202303,XFA,XFA0000783,114762.5
202303,XFA,XFA0000863,2173.5
202303,XFA (Futures) N.Miczek,275136705/1,2120.0
202303,XP Securities,91422641,6195.0
202303,YUWA,202303-P.McKinley,4000.0
202303,YUWA,202203-Deming,3500.0
202303,Zayo,2023030025292,14136.73
202303,Zayo,2023030008495,36473.33
202303,,    ,
202304,Axion,202303,1023.3
202304,Anova Technologies,9082,212998.37
202304,Barclays Capital,0423TR330,444.88
202304,Barnes and Thornburg (Holdings),3085050,542.5
